"common_name","scientific_name","city","state","diameter_breast_height_CM","condition","native","diameter_breast_height_binned_CM","greater_metro","city_ID","tree_ID","planted_date","most_recent_observation","retired_date","most_recent_observation_type","longitude_coordinate","latitude_coordinate","location_type","zipcode","address","neighborhood","location_name","ward","district","overhead_utility","height_M","height_binned_M","percent_population"
"Northern red oak","Quercus rubra","Boston","Massachusetts",18.4,"poor","naturally_occurring","15.24 to 30.48 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Northern red oak","Quercus rubra","Boston","Massachusetts",14.9,"excellent","naturally_occurring","0 to 15.24 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Red maple","Acer rubrum","Boston","Massachusetts",14.7,"excellent","naturally_occurring","0 to 15.24 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tree hardwood","Tree","Boston","Massachusetts",17,"dead","no_info","15.24 to 30.48 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"White oak","Quercus alba","Boston","Massachusetts",23.5,"good","naturally_occurring","15.24 to 30.48 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"White oak","Quercus alba","Boston","Massachusetts",2.5,"poor","naturally_occurring","0 to 15.24 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eastern white pine","Pinus strobus","Boston","Massachusetts",2.3,"excellent","naturally_occurring","0 to 15.24 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Northern red oak","Quercus rubra","Boston","Massachusetts",23,"excellent","naturally_occurring","15.24 to 30.48 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Black birch","Betula lenta","Boston","Massachusetts",29.5,"excellent","naturally_occurring","15.24 to 30.48 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Black birch","Betula lenta","Boston","Massachusetts",13.4,"dead","naturally_occurring","0 to 15.24 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eastern white pine","Pinus strobus","Boston","Massachusetts",2.3,"excellent","naturally_occurring","0 to 15.24 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eastern white pine","Pinus strobus","Boston","Massachusetts",22.6,"excellent","naturally_occurring","15.24 to 30.48 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eastern white pine","Pinus strobus","Boston","Massachusetts",20.9,"poor","naturally_occurring","15.24 to 30.48 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Red maple","Acer rubrum","Boston","Massachusetts",10.5,"excellent","naturally_occurring","0 to 15.24 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Black birch","Betula lenta","Boston","Massachusetts",3.3,"excellent","naturally_occurring","0 to 15.24 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eastern white pine","Pinus strobus","Boston","Massachusetts",40.6,"excellent","naturally_occurring","30.48 to 45.72 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Red maple","Acer rubrum","Boston","Massachusetts",11.1,"excellent","naturally_occurring","0 to 15.24 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Black birch","Betula lenta","Boston","Massachusetts",3,"excellent","naturally_occurring","0 to 15.24 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Black birch","Betula lenta","Boston","Massachusetts",5.2,"fair","naturally_occurring","0 to 15.24 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Red maple","Acer rubrum","Boston","Massachusetts",3,"excellent","naturally_occurring","0 to 15.24 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Balsam fir","Abies balsamea","Boston","Massachusetts",4.1,"poor","naturally_occurring","0 to 15.24 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Black birch","Betula lenta","Boston","Massachusetts",3.9,"excellent","naturally_occurring","0 to 15.24 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eastern white pine","Pinus strobus","Boston","Massachusetts",48.1,"good","naturally_occurring","45.72 to 60.96 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Black birch","Betula lenta","Boston","Massachusetts",9.2,"excellent","naturally_occurring","0 to 15.24 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eastern white pine","Pinus strobus","Boston","Massachusetts",48.7,"fair","naturally_occurring","45.72 to 60.96 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eastern white pine","Pinus strobus","Boston","Massachusetts",20.1,"poor","naturally_occurring","15.24 to 30.48 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Black birch","Betula lenta","Boston","Massachusetts",7.1,"excellent","naturally_occurring","0 to 15.24 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eastern white pine","Pinus strobus","Boston","Massachusetts",33.9,"excellent","naturally_occurring","30.48 to 45.72 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Red maple","Acer rubrum","Boston","Massachusetts",14.2,"excellent","naturally_occurring","0 to 15.24 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eastern white pine","Pinus strobus","Boston","Massachusetts",24,"fair","naturally_occurring","15.24 to 30.48 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Red maple","Acer rubrum","Boston","Massachusetts",18,"good","naturally_occurring","15.24 to 30.48 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tree hardwood","Tree","Boston","Massachusetts",5.2,"dead","no_info","0 to 15.24 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"American beech","Fagus grandifolia","Boston","Massachusetts",7,"dead","naturally_occurring","0 to 15.24 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Balsam fir","Abies balsamea","Boston","Massachusetts",5,"dead","naturally_occurring","0 to 15.24 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eastern white pine","Pinus strobus","Boston","Massachusetts",30.4,"excellent","naturally_occurring","15.24 to 30.48 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"American beech","Fagus grandifolia","Boston","Massachusetts",28.5,"good","naturally_occurring","15.24 to 30.48 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eastern white pine","Pinus strobus","Boston","Massachusetts",31.1,"good","naturally_occurring","30.48 to 45.72 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tree hardwood","Tree","Boston","Massachusetts",3,"dead","no_info","0 to 15.24 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Black birch","Betula lenta","Boston","Massachusetts",2.4,"excellent","naturally_occurring","0 to 15.24 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Black birch","Betula lenta","Boston","Massachusetts",7.8,"dead","naturally_occurring","0 to 15.24 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eastern white pine","Pinus strobus","Boston","Massachusetts",22,"fair","naturally_occurring","15.24 to 30.48 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chestnut oak","Quercus michauxii","Boston","Massachusetts",45.7,"good","introduced","30.48 to 45.72 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eastern white pine","Pinus strobus","Boston","Massachusetts",34.2,"excellent","naturally_occurring","30.48 to 45.72 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Red maple","Acer rubrum","Boston","Massachusetts",18,"good","naturally_occurring","15.24 to 30.48 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Black birch","Betula lenta","Boston","Massachusetts",2,"excellent","naturally_occurring","0 to 15.24 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Black birch","Betula lenta","Boston","Massachusetts",19,"good","naturally_occurring","15.24 to 30.48 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tree hardwood","Tree","Boston","Massachusetts",26.9,"dead","no_info","15.24 to 30.48 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chestnut oak","Quercus michauxii","Boston","Massachusetts",32.3,"good","introduced","30.48 to 45.72 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eastern white pine","Pinus strobus","Boston","Massachusetts",2.2,"excellent","naturally_occurring","0 to 15.24 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eastern white pine","Pinus strobus","Boston","Massachusetts",19.4,"excellent","naturally_occurring","15.24 to 30.48 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Black birch","Betula lenta","Boston","Massachusetts",2.4,"excellent","naturally_occurring","0 to 15.24 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eastern white pine","Pinus strobus","Boston","Massachusetts",45.3,"excellent","naturally_occurring","30.48 to 45.72 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Red maple","Acer rubrum","Boston","Massachusetts",14.2,"good","naturally_occurring","0 to 15.24 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Black birch","Betula lenta","Boston","Massachusetts",17,"excellent","naturally_occurring","15.24 to 30.48 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eastern white pine","Pinus strobus","Boston","Massachusetts",17.5,"fair","naturally_occurring","15.24 to 30.48 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eastern white pine","Pinus strobus","Boston","Massachusetts",15.7,"good","naturally_occurring","15.24 to 30.48 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Black birch","Betula lenta","Boston","Massachusetts",23.2,"good","naturally_occurring","15.24 to 30.48 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eastern white pine","Pinus strobus","Boston","Massachusetts",14.9,"poor","naturally_occurring","0 to 15.24 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Red maple","Acer rubrum","Boston","Massachusetts",12.7,"excellent","naturally_occurring","0 to 15.24 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Black birch","Betula lenta","Boston","Massachusetts",32.7,"dead","naturally_occurring","30.48 to 45.72 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eastern white pine","Pinus strobus","Boston","Massachusetts",14.7,"poor","naturally_occurring","0 to 15.24 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eastern white pine","Pinus strobus","Boston","Massachusetts",32.3,"excellent","naturally_occurring","30.48 to 45.72 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chestnut oak","Quercus michauxii","Boston","Massachusetts",24.5,"good","introduced","15.24 to 30.48 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Red maple","Acer rubrum","Boston","Massachusetts",30.4,"excellent","naturally_occurring","15.24 to 30.48 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Red maple","Acer rubrum","Boston","Massachusetts",29.3,"excellent","naturally_occurring","15.24 to 30.48 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"American beech","Fagus grandifolia","Boston","Massachusetts",2.8,"excellent","naturally_occurring","0 to 15.24 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Red maple","Acer rubrum","Boston","Massachusetts",2,"poor","naturally_occurring","0 to 15.24 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tree hardwood","Tree","Boston","Massachusetts",2.2,"dead","no_info","0 to 15.24 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eastern white pine","Pinus strobus","Boston","Massachusetts",4.4,"excellent","naturally_occurring","0 to 15.24 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eastern white pine","Pinus strobus","Boston","Massachusetts",37.3,"fair","naturally_occurring","30.48 to 45.72 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"American beech","Fagus grandifolia","Boston","Massachusetts",5.9,"excellent","naturally_occurring","0 to 15.24 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eastern white pine","Pinus strobus","Boston","Massachusetts",3.3,"excellent","naturally_occurring","0 to 15.24 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"American beech","Fagus grandifolia","Boston","Massachusetts",6.7,"excellent","naturally_occurring","0 to 15.24 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eastern white pine","Pinus strobus","Boston","Massachusetts",3.4,"excellent","naturally_occurring","0 to 15.24 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"American beech","Fagus grandifolia","Boston","Massachusetts",3.5,"excellent","naturally_occurring","0 to 15.24 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Red maple","Acer rubrum","Boston","Massachusetts",5.4,"fair","naturally_occurring","0 to 15.24 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Black birch","Betula lenta","Boston","Massachusetts",5,"dead","naturally_occurring","0 to 15.24 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Northern red oak","Quercus rubra","Boston","Massachusetts",32,"excellent","naturally_occurring","30.48 to 45.72 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"American beech","Fagus grandifolia","Boston","Massachusetts",5.2,"excellent","naturally_occurring","0 to 15.24 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eastern white pine","Pinus strobus","Boston","Massachusetts",2,"excellent","naturally_occurring","0 to 15.24 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"American beech","Fagus grandifolia","Boston","Massachusetts",3.2,"good","naturally_occurring","0 to 15.24 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Black birch","Betula lenta","Boston","Massachusetts",2.7,"fair","naturally_occurring","0 to 15.24 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eastern white pine","Pinus strobus","Boston","Massachusetts",5,"excellent","naturally_occurring","0 to 15.24 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Black birch","Betula lenta","Boston","Massachusetts",3.9,"excellent","naturally_occurring","0 to 15.24 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Northern red oak","Quercus rubra","Boston","Massachusetts",17.7,"excellent","naturally_occurring","15.24 to 30.48 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eastern white pine","Pinus strobus","Boston","Massachusetts",2.7,"excellent","naturally_occurring","0 to 15.24 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pitch pine","Pinus rigida","Boston","Massachusetts",22.1,"fair","naturally_occurring","15.24 to 30.48 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pitch pine","Pinus rigida","Boston","Massachusetts",12.3,"good","naturally_occurring","0 to 15.24 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pitch pine","Pinus rigida","Boston","Massachusetts",14.8,"fair","naturally_occurring","0 to 15.24 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pitch pine","Pinus rigida","Boston","Massachusetts",9.6,"fair","naturally_occurring","0 to 15.24 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pitch pine","Pinus rigida","Boston","Massachusetts",17.5,"fair","naturally_occurring","15.24 to 30.48 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Red spruce","Picea rubens","Boston","Massachusetts",25.7,"good","naturally_occurring","15.24 to 30.48 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pitch pine","Pinus rigida","Boston","Massachusetts",10.3,"good","naturally_occurring","0 to 15.24 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pitch pine","Pinus rigida","Boston","Massachusetts",10.1,"good","naturally_occurring","0 to 15.24 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scrub oak","Quercus berberidifolia","Boston","Massachusetts",3.8,"poor","introduced","0 to 15.24 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Black cherry","Prunus serotina","Boston","Massachusetts",3,"excellent","naturally_occurring","0 to 15.24 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pitch pine","Pinus rigida","Boston","Massachusetts",19.6,"good","naturally_occurring","15.24 to 30.48 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pitch pine","Pinus rigida","Boston","Massachusetts",6.2,"fair","naturally_occurring","0 to 15.24 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pitch pine","Pinus rigida","Boston","Massachusetts",29.4,"poor","naturally_occurring","15.24 to 30.48 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pitch pine","Pinus rigida","Boston","Massachusetts",5.4,"dead","naturally_occurring","0 to 15.24 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Red pine","Pinus resinosa","Boston","Massachusetts",17,"fair","naturally_occurring","15.24 to 30.48 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pitch pine","Pinus rigida","Boston","Massachusetts",16.6,"good","naturally_occurring","15.24 to 30.48 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pitch pine","Pinus rigida","Boston","Massachusetts",16,"good","naturally_occurring","15.24 to 30.48 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Red pine","Pinus resinosa","Boston","Massachusetts",31.3,"fair","naturally_occurring","30.48 to 45.72 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pitch pine","Pinus rigida","Boston","Massachusetts",5.1,"good","naturally_occurring","0 to 15.24 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pitch pine","Pinus rigida","Boston","Massachusetts",28.9,"good","naturally_occurring","15.24 to 30.48 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Red pine","Pinus resinosa","Boston","Massachusetts",31.9,"poor","naturally_occurring","30.48 to 45.72 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pitch pine","Pinus rigida","Boston","Massachusetts",10.4,"good","naturally_occurring","0 to 15.24 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pitch pine","Pinus rigida","Boston","Massachusetts",12.9,"excellent","naturally_occurring","0 to 15.24 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Red pine","Pinus resinosa","Boston","Massachusetts",23.5,"dead","naturally_occurring","15.24 to 30.48 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pitch pine","Pinus rigida","Boston","Massachusetts",16.6,"good","naturally_occurring","15.24 to 30.48 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pitch pine","Pinus rigida","Boston","Massachusetts",24.2,"good","naturally_occurring","15.24 to 30.48 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Red pine","Pinus resinosa","Boston","Massachusetts",24.4,"poor","naturally_occurring","15.24 to 30.48 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pitch pine","Pinus rigida","Boston","Massachusetts",15.1,"good","naturally_occurring","0 to 15.24 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pitch pine","Pinus rigida","Boston","Massachusetts",7.5,"good","naturally_occurring","0 to 15.24 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Red pine","Pinus resinosa","Boston","Massachusetts",30,"fair","naturally_occurring","15.24 to 30.48 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pitch pine","Pinus rigida","Boston","Massachusetts",18,"good","naturally_occurring","15.24 to 30.48 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Red pine","Pinus resinosa","Boston","Massachusetts",31.1,"fair","naturally_occurring","30.48 to 45.72 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Red spruce","Picea rubens","Boston","Massachusetts",19.5,"good","naturally_occurring","15.24 to 30.48 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pitch pine","Pinus rigida","Boston","Massachusetts",4.9,"good","naturally_occurring","0 to 15.24 cm","Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
